season,holiday,workingday,weather,temp,atemp,humidity,windspeed,year,month,day,hour,count
1,0,0,2,6.56,11.365,59,7.508695125579834,2011,1,15,4,5
1,0,0,1,6.56,11.365,59,5.776143550872803,2011,1,15,5,1
1,0,0,1,5.74,10.605,63,7.620371341705322,2011,1,15,7,10
1,0,0,1,10.66,15.15,56,6.427842617034912,2011,1,16,0,39
1,0,0,1,9.02,13.635,69,8.7249174118042,2011,1,16,3,15
1,0,1,2,9.02,13.635,87,10.427720069885254,2011,1,18,20,83
1,0,1,2,9.02,13.635,93,9.937886238098145,2011,1,18,23,20
1,0,1,2,9.02,13.635,93,6.700376510620117,2011,1,19,0,3
1,0,1,2,6.56,11.365,69,9.690399169921875,2011,2,1,2,2
1,0,1,2,6.56,11.365,69,9.44586181640625,2011,2,1,3,2
1,0,1,3,5.74,10.605,93,7.584575653076172,2011,2,1,5,3
1,0,1,3,5.74,10.605,93,7.132253646850586,2011,2,1,6,22
1,0,1,3,6.56,11.365,93,6.413876533508301,2011,2,1,7,52
1,0,1,3,6.56,11.365,93,6.590340614318848,2011,2,1,8,135
1,0,1,2,6.56,11.365,93,10.073368072509766,2011,2,1,9,116
1,0,1,2,6.56,11.365,93,10.110066413879395,2011,2,1,10,47
1,0,1,2,7.38,12.12,86,9.507338523864746,2011,2,1,11,51
1,0,1,2,8.2,12.88,86,9.817367553710938,2011,2,1,12,55
1,0,1,2,8.2,12.88,86,10.028233528137207,2011,2,1,13,52
1,0,1,2,9.84,14.395,75,13.14777660369873,2011,2,1,15,52
1,0,1,2,9.84,14.395,75,13.496097564697266,2011,2,1,17,176
1,0,1,2,9.02,13.635,100,11.206999778747559,2011,2,2,10,61
1,0,1,1,8.2,12.88,40,6.781707286834717,2011,2,3,19,96
1,0,1,2,8.2,12.88,44,6.231605052947998,2011,2,4,0,13
1,0,1,2,6.56,11.365,59,8.354531288146973,2011,2,4,1,7
1,0,1,2,6.56,11.365,55,5.305235385894775,2011,2,4,6,28
1,0,1,1,5.74,10.605,59,9.227065086364746,2011,2,4,7,87
1,0,0,3,8.2,12.88,100,7.583556175231934,2011,2,5,6,4
1,0,0,3,9.02,13.635,100,10.512175559997559,2011,2,5,14,55
1,0,0,3,9.02,13.635,100,11.282423973083496,2011,2,5,15,60
1,0,0,1,13.94,16.665,46,12.173744201660156,2011,2,6,12,174
1,0,0,1,13.94,18.18,46,8.843249320983887,2011,2,6,13,182
1,0,0,1,13.94,18.18,46,9.984908103942871,2011,2,6,17,121
1,0,0,1,10.66,15.15,60,9.65124797821045,2011,2,6,21,27
1,0,0,1,10.66,15.15,60,9.457357406616211,2011,2,6,22,62
1,0,0,1,9.84,14.395,65,9.417165756225586,2011,2,6,23,30
1,0,1,1,9.84,14.395,65,9.48366641998291,2011,2,7,0,15
1,0,1,1,9.02,13.635,75,8.773950576782227,2011,2,7,1,5
1,0,1,1,8.2,12.88,80,7.7746734619140625,2011,2,7,2,3
1,0,1,1,8.2,12.88,86,5.5167694091796875,2011,2,7,3,1
1,0,1,1,8.2,12.88,86,5.340179920196533,2011,2,7,4,2
1,0,1,1,8.2,12.88,86,5.663496971130371,2011,2,7,5,10
1,0,1,1,7.38,12.12,93,5.10320520401001,2011,2,7,6,30
1,0,1,1,7.38,12.12,86,5.150188446044922,2011,2,7,7,95
1,0,1,2,6.56,11.365,100,9.595366477966309,2011,2,7,8,230
1,0,1,1,9.02,13.635,80,9.80695915222168,2011,2,7,9,118
1,0,1,2,13.12,17.425,62,11.574390411376953,2011,2,7,12,66
1,0,1,2,13.12,17.425,70,13.546375274658203,2011,2,7,19,128
1,0,1,1,13.12,17.425,70,10.679472923278809,2011,2,7,21,78
1,0,1,2,12.3,16.665,81,11.521159172058105,2011,2,7,23,25
1,0,1,2,11.48,15.91,87,8.647801399230957,2011,2,8,0,10
1,0,1,2,11.48,15.91,87,8.530224800109863,2011,2,8,1,4
1,0,1,1,2.46,7.575,45,14.50924015045166,2011,2,9,6,43
1,0,1,1,4.1,6.82,42,18.247987747192383,2011,2,9,8,199
1,0,1,1,5.74,9.09,36,20.87413787841797,2011,2,9,10,59
1,0,1,1,5.74,10.605,39,12.631308555603027,2011,2,10,21,72
1,0,1,1,4.92,9.85,39,14.722064018249512,2011,2,10,22,51
1,0,1,1,4.1,9.09,68,11.982904434204102,2011,2,11,6,24
1,0,1,1,3.28,8.335,73,12.220885276794434,2011,2,11,7,74
1,0,1,1,12.3,16.665,24,3.456988573074341,2011,2,11,17,211
1,0,1,1,11.48,15.91,28,3.6764864921569824,2011,2,11,18,174
1,0,1,1,10.66,15.15,33,6.79094934463501,2011,2,11,19,101
1,0,1,1,7.38,12.12,69,8.35207462310791,2011,2,11,23,53
1,0,0,1,5.74,10.605,86,8.242584228515625,2011,2,12,1,24
1,0,0,1,5.74,10.605,80,9.856595993041992,2011,2,12,2,15
1,0,0,1,4.92,9.85,80,11.929369926452637,2011,2,12,3,10
1,0,0,1,10.66,15.15,41,7.10595178604126,2011,2,12,21,51
1,0,0,2,9.02,13.635,55,5.447459697723389,2011,2,13,7,3
1,0,1,1,9.84,14.395,52,5.498515605926514,2011,2,15,21,66
1,0,1,1,9.84,14.395,44,6.280724048614502,2011,2,15,22,41
1,0,1,1,13.12,17.425,39,5.89823055267334,2011,3,1,13,78
1,0,1,1,13.94,18.18,34,7.409497261047363,2011,3,1,15,64
1,0,1,1,10.66,15.15,56,5.933385372161865,2011,3,1,21,63
1,0,1,1,20.5,24.24,25,20.986988067626953,2011,3,2,13,125
1,0,1,1,9.84,14.395,23,10.062825202941895,2011,3,3,15,68
1,0,1,1,10.66,15.15,23,4.701774597167969,2011,3,3,16,71
1,0,1,1,10.66,15.15,22,5.780994892120361,2011,3,3,17,202
1,0,1,1,8.2,12.88,40,6.991857051849365,2011,3,3,22,53
1,0,1,1,11.48,15.91,48,6.843664646148682,2011,3,7,23,22
1,0,1,1,9.02,13.635,64,8.634576797485352,2011,3,8,4,2
1,0,1,1,8.2,12.88,59,6.334377765655518,2011,3,8,6,45
1,0,1,2,14.76,18.94,23,10.530171394348145,2011,3,8,12,99
1,0,1,2,15.58,19.695,20,18.212623596191406,2011,3,8,14,72
1,0,1,2,14.76,18.94,18,9.055708885192871,2011,3,8,15,112
1,0,0,1,15.58,19.695,62,15.553899765014648,2011,3,12,21,82
1,0,0,1,14.76,18.94,71,10.412031173706055,2011,3,12,22,63
1,0,0,1,13.94,18.18,66,10.473864555358887,2011,3,13,6,2
1,0,1,2,11.48,15.91,61,10.601791381835938,2011,3,14,7,88
1,0,1,1,15.58,19.695,37,19.54154396057129,2011,3,14,12,94
1,0,1,2,15.58,19.695,34,20.22156524658203,2011,3,14,14,79
1,0,1,1,13.12,17.425,53,7.149194717407227,2011,3,14,23,19
1,0,1,1,13.12,17.425,53,7.217275619506836,2011,3,15,0,14
1,0,1,2,12.3,16.665,70,11.60268783569336,2011,3,15,9,157
1,0,1,2,13.12,15.91,93,12.998367309570312,2011,3,16,8,253
2,0,1,3,9.84,12.12,93,12.277480125427246,2011,4,1,7,95
2,0,0,2,12.3,16.665,61,11.651815414428711,2011,4,2,0,32
2,0,0,1,12.3,16.665,61,9.922161102294922,2011,4,3,3,11
2,0,0,2,18.86,22.725,33,19.082048416137695,2011,4,3,15,292
2,0,0,2,18.86,22.725,31,16.426876068115234,2011,4,3,18,172
2,0,1,1,17.22,21.21,54,20.862295150756836,2011,4,7,2,7
2,0,1,2,18.86,22.725,55,18.605554580688477,2011,4,7,11,122
2,0,1,2,18.86,22.725,55,18.40567398071289,2011,4,7,12,153
2,0,1,1,24.6,31.06,35,18.477872848510742,2011,4,7,16,213
2,0,1,2,13.94,18.18,87,10.500201225280762,2011,4,8,6,35
2,0,0,2,14.76,18.18,81,12.15715217590332,2011,4,9,11,142
2,0,0,2,14.76,18.94,81,12.311734199523926,2011,4,9,13,222
2,0,0,2,14.76,18.94,87,12.70932388305664,2011,4,9,15,201
2,0,0,2,15.58,19.695,82,18.45737648010254,2011,4,9,16,191
2,0,0,2,16.4,20.455,87,16.508224487304688,2011,4,10,10,150
2,0,1,3,23.78,27.275,60,18.729848861694336,2011,4,11,23,54
2,0,1,1,13.94,18.18,76,10.702223777770996,2011,4,14,4,9
2,0,1,1,15.58,19.695,66,17.32125473022461,2011,4,14,7,193
2,0,1,1,24.6,30.305,28,18.209068298339844,2011,4,14,17,388
2,0,1,1,22.96,26.515,30,16.339460372924805,2011,4,14,18,337
2,0,1,1,22.14,25.76,32,12.379687309265137,2011,4,14,19,259
2,1,0,1,18.04,21.97,67,15.955217361450195,2011,4,15,0,27
2,1,0,1,18.04,21.97,62,16.3704833984375,2011,4,15,1,15
2,1,0,1,16.4,20.455,76,14.962432861328125,2011,4,15,2,18
2,1,0,1,16.4,20.455,76,14.81245231628418,2011,4,15,3,3
2,0,0,2,18.04,21.97,94,14.554559707641602,2011,4,16,21,14
2,0,0,3,17.22,21.21,100,13.753328323364258,2011,4,16,22,24
2,0,1,1,16.4,20.455,82,15.45865535736084,2011,4,18,6,54
2,0,1,1,18.86,22.725,63,16.10387420654297,2011,4,18,7,168
2,0,1,1,18.86,22.725,63,16.651762008666992,2011,4,18,8,297
2,0,1,2,19.68,23.485,67,16.542190551757812,2011,4,19,6,65
2,0,1,2,21.32,25.0,55,18.918432235717773,2011,4,19,7,188
2,0,0,2,20.5,24.24,72,12.673235893249512,2011,5,1,15,266
2,0,0,2,18.86,22.725,82,12.976356506347656,2011,5,1,20,121
2,0,0,2,18.86,22.725,82,12.357608795166016,2011,5,1,21,105
2,0,0,2,18.86,22.725,82,11.2576322555542,2011,5,1,22,100
2,0,1,2,24.6,29.545,73,13.47430419921875,2011,5,2,22,125
2,0,1,1,16.4,20.455,82,10.708718299865723,2011,5,6,7,222
2,0,0,1,19.68,23.485,59,14.317641258239746,2011,5,7,7,40
2,0,0,1,22.96,26.515,43,17.11359977722168,2011,5,7,11,347
2,0,0,2,21.32,25.0,55,12.904193878173828,2011,5,8,1,64
2,0,0,1,19.68,23.485,63,10.014532089233398,2011,5,8,2,59
2,0,0,1,17.22,21.21,82,9.38122844696045,2011,5,8,4,10
2,0,0,2,18.04,21.97,77,9.939278602600098,2011,5,8,5,5
2,0,0,2,18.04,21.97,82,10.643884658813477,2011,5,8,6,6
2,0,0,2,18.86,22.725,82,10.701632499694824,2011,5,8,7,23
2,0,0,1,24.6,31.06,49,16.440166473388672,2011,5,8,14,366
2,0,0,1,24.6,31.06,49,16.49005699157715,2011,5,8,15,358
2,0,0,1,23.78,27.275,49,16.377962112426758,2011,5,8,18,268
2,0,0,1,22.96,26.515,64,11.680145263671875,2011,5,8,19,239
2,0,1,1,18.04,21.97,88,8.375696182250977,2011,5,9,1,33
2,0,1,1,18.04,21.97,94,7.560854911804199,2011,5,9,2,8
2,0,1,1,19.68,23.485,63,9.926422119140625,2011,5,10,0,18
2,0,1,2,24.6,31.06,38,17.711381912231445,2011,5,10,12,217
2,0,1,2,25.42,31.06,33,18.80008316040039,2011,5,10,14,176
2,0,1,1,26.24,31.06,33,18.166522979736328,2011,5,10,17,611
2,0,1,1,22.14,25.76,52,12.420279502868652,2011,5,10,21,203
2,0,1,1,21.32,25.0,59,12.0008544921875,2011,5,11,2,10
2,0,1,1,24.6,31.06,56,14.536588668823242,2011,5,11,12,226
2,0,1,1,25.42,31.06,50,15.906024932861328,2011,5,11,13,193
2,0,1,1,26.24,31.06,41,17.69075584411621,2011,5,11,15,179
2,0,1,1,27.06,31.06,39,18.099668502807617,2011,5,11,16,289
2,0,1,1,22.14,25.76,60,10.356589317321777,2011,5,11,21,234
2,0,1,1,17.22,21.21,94,7.684589385986328,2011,5,12,4,6
2,0,1,1,18.04,21.97,88,8.380870819091797,2011,5,12,6,112
2,0,0,3,19.68,23.485,100,10.391495704650879,2011,5,14,7,32
2,0,0,3,20.5,24.24,94,11.889323234558105,2011,5,14,8,88
2,0,0,2,21.32,25.0,100,8.164843559265137,2011,5,15,0,39
2,0,0,2,21.32,25.0,100,7.741622447967529,2011,5,15,3,32
2,0,0,2,21.32,25.0,100,7.838007926940918,2011,5,15,4,13
2,0,0,1,22.14,25.76,88,10.881731986999512,2011,5,15,20,191
2,0,0,1,22.14,25.76,88,10.472400665283203,2011,5,15,21,151
2,0,0,1,22.96,26.515,83,10.627151489257812,2011,5,15,22,117
2,0,1,1,26.24,31.06,57,14.473124504089355,2011,5,16,11,185
2,0,1,1,27.88,31.82,51,18.734848022460938,2011,5,16,13,214
2,0,1,1,27.88,31.82,51,18.943553924560547,2011,5,16,14,193
2,0,1,1,29.52,33.335,51,19.368017196655273,2011,5,16,15,165
2,0,1,1,23.78,27.275,83,11.380400657653809,2011,5,16,20,198
2,0,1,1,23.78,27.275,83,10.9710693359375,2011,5,16,21,177
2,0,1,2,22.96,26.515,88,10.078534126281738,2011,5,17,0,31
2,0,1,3,22.96,26.515,88,13.456852912902832,2011,5,17,1,13
2,0,1,3,22.96,26.515,88,13.136374473571777,2011,5,17,2,8
2,0,1,1,21.32,25.0,88,10.155691146850586,2011,5,18,21,85
2,0,1,1,21.32,25.0,83,10.505861282348633,2011,5,18,22,117
2,0,1,1,20.5,24.24,94,7.6632843017578125,2011,5,19,1,6
2,0,1,1,20.5,24.24,94,7.6632843017578125,2011,5,19,2,15
2,0,1,1,19.68,23.485,100,6.600525856018066,2011,5,19,3,4
2,0,1,1,19.68,23.485,94,6.999697685241699,2011,5,19,4,5
2,0,1,1,19.68,23.485,94,7.9146342277526855,2011,5,19,5,26
2,0,1,2,20.5,24.24,94,8.939079284667969,2011,5,19,6,103
2,0,1,2,20.5,24.24,100,8.559798240661621,2011,5,19,7,257
2,0,1,2,21.32,25.0,88,10.813582420349121,2011,5,19,8,487
2,0,1,2,22.14,25.76,83,12.549603462219238,2011,5,19,10,130
2,0,1,1,19.68,23.485,94,10.756509780883789,2011,5,19,23,72
2,0,1,1,35.26,41.665,53,13.36802864074707,2011,6,1,12,169
2,0,1,1,28.7,31.82,39,17.101221084594727,2011,6,2,2,6
2,0,1,1,25.42,31.06,35,16.989784240722656,2011,6,3,22,171
2,0,0,1,22.96,26.515,52,11.61487102508545,2011,6,4,0,93
2,0,0,1,20.5,24.24,64,10.75515079498291,2011,6,4,5,8
2,0,0,1,22.14,25.76,60,11.235206604003906,2011,6,4,6,28
2,0,0,1,22.96,26.515,56,14.72359561920166,2011,6,4,7,87
2,0,0,2,26.24,31.06,57,13.848318099975586,2011,6,4,23,150
2,0,0,1,28.7,32.575,54,16.430234909057617,2011,6,5,15,417
2,0,0,1,30.34,33.335,51,18.285367965698242,2011,6,5,17,390
2,0,1,1,23.78,27.275,88,9.139745712280273,2011,6,6,3,5
2,0,1,1,23.78,27.275,88,9.082822799682617,2011,6,6,6,112
2,0,1,1,31.98,34.09,35,15.530083656311035,2011,6,6,13,180
2,0,1,1,27.06,30.305,78,10.349844932556152,2011,6,8,1,23
2,0,1,1,25.42,28.79,83,9.298388481140137,2011,6,8,4,6
2,0,1,1,25.42,28.03,88,8.235798835754395,2011,6,8,5,21
2,0,1,1,36.9,42.425,42,12.639976501464844,2011,6,8,13,136
2,0,1,2,28.7,33.335,84,9.237932205200195,2011,6,9,5,20
2,0,1,1,34.44,39.395,49,10.472711563110352,2011,6,9,9,168
2,0,1,3,31.16,34.85,52,18.001585006713867,2011,6,9,21,171
2,0,1,1,31.16,34.85,55,12.925477027893066,2011,6,10,9,213
2,0,1,1,31.98,35.605,52,13.452424049377441,2011,6,10,10,111
2,0,1,1,33.62,37.88,46,12.940815925598145,2011,6,10,11,153
2,0,1,1,35.26,38.635,39,13.255834579467773,2011,6,10,14,165
2,0,0,1,28.7,33.335,74,12.493292808532715,2011,6,12,8,92
2,0,0,1,29.52,34.09,66,11.527196884155273,2011,6,12,9,182
2,0,0,1,33.62,37.88,46,12.893810272216797,2011,6,12,12,420
2,0,1,1,28.7,31.82,37,15.729561805725098,2011,6,13,13,227
2,0,1,1,24.6,31.06,49,15.341007232666016,2011,6,15,9,207
2,0,1,1,27.88,31.82,36,17.135953903198242,2011,6,15,11,164
2,0,1,1,30.34,32.575,28,19.275815963745117,2011,6,15,14,178
2,0,1,1,31.16,33.335,27,19.370159149169922,2011,6,15,15,164
2,0,1,1,25.42,31.06,53,14.341136932373047,2011,6,15,23,107
2,0,1,1,23.78,27.275,60,11.41839599609375,2011,6,16,1,17
2,0,1,1,22.14,25.76,100,8.421777725219727,2011,6,17,5,13
2,0,1,1,22.96,26.515,94,9.05454158782959,2011,6,17,6,97
2,0,1,1,24.6,28.03,83,10.034343719482422,2011,6,17,7,250
2,0,1,2,24.6,28.03,83,11.286507606506348,2011,6,17,8,454
2,0,0,1,24.6,27.275,88,8.09256649017334,2011,6,18,2,53
2,0,0,1,25.42,28.79,83,9.4339017868042,2011,6,18,5,7
2,0,0,1,31.16,34.85,55,14.510926246643066,2011,6,18,13,327
2,0,0,2,29.52,34.09,62,15.626200675964355,2011,6,18,23,150
2,0,0,1,28.7,32.575,65,10.62435245513916,2011,6,19,0,89
2,0,0,2,27.06,30.305,78,10.259134292602539,2011,6,19,5,19
2,0,0,2,30.34,33.335,51,16.42707061767578,2011,6,19,13,363
2,0,0,2,31.16,34.09,48,17.938438415527344,2011,6,19,16,378
2,0,0,1,30.34,33.335,51,18.285367965698242,2011,6,19,17,397
3,0,1,1,27.06,31.06,50,11.170122146606445,2011,7,1,0,68
3,0,1,1,27.06,31.06,50,11.034221649169922,2011,7,1,1,31
3,0,1,1,25.42,30.305,69,9.986961364746094,2011,7,1,2,13
3,0,1,1,26.24,31.06,53,11.7936372756958,2011,7,1,3,11
3,0,1,1,25.42,31.06,57,10.075397491455078,2011,7,1,4,6
3,0,1,1,32.8,34.85,26,11.684242248535156,2011,7,1,11,214
3,0,1,1,32.8,34.85,26,11.684242248535156,2011,7,1,12,263
3,0,1,1,32.8,34.09,24,15.14708423614502,2011,7,1,13,292
3,0,1,1,33.62,34.85,17,13.569209098815918,2011,7,1,16,427
3,0,1,1,28.7,31.82,42,13.438702583312988,2011,7,1,22,222
3,0,0,1,27.06,31.06,54,10.430635452270508,2011,7,2,1,78
3,0,0,1,26.24,31.06,53,10.86412525177002,2011,7,2,2,52
3,0,0,1,26.24,31.06,53,11.7936372756958,2011,7,2,3,26
3,0,0,1,25.42,30.305,61,9.367948532104492,2011,7,2,4,11
3,0,0,1,26.24,30.305,65,11.145408630371094,2011,7,2,7,45
3,0,0,1,27.88,31.82,57,12.942728042602539,2011,7,2,8,132
3,0,0,1,32.8,35.605,36,13.490756034851074,2011,7,2,10,271
3,0,0,1,34.44,35.605,20,14.653122901916504,2011,7,2,14,392
3,0,0,3,27.06,30.305,83,16.29111099243164,2011,7,3,20,176
3,1,0,1,26.24,28.79,83,10.064712524414062,2011,7,4,2,63
3,1,0,1,26.24,29.545,78,9.727168083190918,2011,7,4,3,26
3,1,0,2,31.98,35.605,52,13.464111328125,2011,7,4,12,447
3,1,0,2,31.98,35.605,49,13.314074516296387,2011,7,4,13,423
3,1,0,1,32.8,36.365,46,13.235995292663574,2011,7,4,14,408
3,1,0,1,33.62,37.12,41,13.796786308288574,2011,7,4,16,452
3,1,0,1,32.8,36.365,46,13.957086563110352,2011,7,4,17,436
3,0,1,1,27.06,31.06,69,11.43942928314209,2011,7,5,5,20
3,0,1,1,33.62,37.12,43,13.299846649169922,2011,7,5,15,162
3,0,1,1,28.7,33.335,79,9.851215362548828,2011,7,6,3,6
3,0,1,2,29.52,34.85,79,8.67389965057373,2011,7,6,7,312
3,0,1,2,29.52,34.85,74,12.099431037902832,2011,7,6,11,127
3,0,1,1,31.98,37.12,62,11.204315185546875,2011,7,7,10,101
3,0,1,1,34.44,38.635,41,11.71181583404541,2011,7,7,12,171
3,0,1,1,35.26,39.395,41,12.257183074951172,2011,7,7,13,155
3,0,1,1,29.52,34.09,66,12.91790771484375,2011,7,7,23,129
3,0,1,1,29.52,34.85,79,8.83676528930664,2011,7,8,1,34
3,0,0,1,33.62,36.365,38,13.427738189697266,2011,7,9,16,416
3,0,0,1,34.44,36.365,32,12.942925453186035,2011,7,9,17,401
3,0,0,1,27.06,31.06,74,11.426445007324219,2011,7,10,5,17
3,0,0,1,29.52,34.09,66,11.596610069274902,2011,7,10,8,92
3,0,1,2,28.7,33.335,79,9.856003761291504,2011,7,12,3,8
3,0,1,1,31.98,35.605,52,12.314285278320312,2011,7,12,23,79
3,0,1,1,31.16,35.605,62,8.041376113891602,2011,7,13,0,46
3,0,1,1,31.16,34.85,55,9.595890045166016,2011,7,13,1,12
3,0,1,1,31.16,34.85,55,10.27672004699707,2011,7,13,2,5
3,0,1,2,27.06,29.545,89,15.805145263671875,2011,7,13,16,141
3,0,1,1,28.7,33.335,79,13.97273063659668,2011,7,13,17,488
3,0,1,1,33.62,40.15,59,12.265787124633789,2011,7,19,11,127
3,0,1,1,32.8,40.15,66,13.736061096191406,2011,7,19,17,513
3,0,1,1,30.34,35.605,74,13.29069995880127,2011,7,19,22,156
3,0,1,1,30.34,34.09,62,11.9596529006958,2011,8,1,7,282
3,0,1,1,33.62,37.12,41,11.651631355285645,2011,8,1,9,166
3,0,1,1,36.9,39.395,27,15.480969429016113,2011,8,1,15,129
3,0,1,1,36.9,39.395,27,14.356454849243164,2011,8,1,16,231
3,0,1,1,27.06,31.06,74,13.613988876342773,2011,8,2,0,29
3,0,1,1,27.88,31.82,69,13.61025619506836,2011,8,2,2,8
3,0,1,3,27.88,31.82,79,14.300829887390137,2011,8,3,16,150
3,0,1,2,28.7,33.335,79,15.444637298583984,2011,8,3,17,425
3,0,1,3,28.7,33.335,84,18.211713790893555,2011,8,3,18,492
3,0,1,3,28.7,33.335,84,16.68172264099121,2011,8,3,19,321
3,0,1,2,27.88,31.82,89,11.86611270904541,2011,8,4,4,7
3,0,1,2,27.88,31.82,89,13.372634887695312,2011,8,4,5,20
3,0,1,1,31.16,35.605,58,12.920650482177734,2011,8,4,13,205
3,0,1,1,27.06,31.06,69,13.537303924560547,2011,8,5,2,19
3,0,0,1,33.62,41.665,63,12.906815528869629,2011,8,7,11,269
3,0,1,1,27.06,29.545,89,10.729256629943848,2011,8,8,2,7
3,0,1,1,27.06,29.545,89,10.535443305969238,2011,8,8,3,1
3,0,1,1,32.8,37.88,55,15.686392784118652,2011,8,8,20,286
3,0,1,1,29.52,34.09,66,12.39199161529541,2011,8,9,1,14
3,0,1,1,29.52,34.09,70,12.469444274902344,2011,8,9,2,12
3,0,1,1,29.52,34.09,62,11.820226669311523,2011,8,9,3,3
3,0,1,1,28.7,33.335,74,13.230380058288574,2011,8,9,4,7
3,0,1,1,29.52,33.335,64,14.328536987304688,2011,8,9,6,101
3,0,1,1,30.34,34.85,66,10.329479217529297,2011,8,9,8,392
3,0,1,1,27.88,31.82,61,14.557700157165527,2011,8,10,6,119
3,0,1,1,30.34,32.575,37,14.42579174041748,2011,8,10,22,139
3,0,1,1,32.8,34.85,29,13.336880683898926,2011,8,11,14,142
3,0,1,1,28.7,32.575,48,12.834442138671875,2011,8,11,22,157
3,0,1,1,31.16,33.335,29,17.551637649536133,2011,8,12,11,156
3,0,1,1,32.8,34.85,27,13.38731575012207,2011,8,12,12,222
3,0,1,1,33.62,35.605,28,14.790285110473633,2011,8,12,16,334
3,0,1,1,33.62,35.605,26,15.859148979187012,2011,8,12,17,516
3,0,1,1,27.88,31.82,51,14.69951057434082,2011,8,12,22,231
3,0,1,1,27.88,31.82,51,14.459492683410645,2011,8,12,23,151
3,0,0,1,27.88,31.82,57,12.789664268493652,2011,8,13,2,74
3,0,0,3,24.6,28.03,83,14.226555824279785,2011,8,14,23,27
3,0,1,2,24.6,28.03,83,10.6840181350708,2011,8,15,2,3
3,0,1,1,28.7,32.575,65,15.026998519897461,2011,8,15,19,397
3,0,1,1,30.34,33.335,51,15.391295433044434,2011,8,16,20,280
3,0,1,1,29.52,33.335,54,13.9570951461792,2011,8,16,21,215
3,0,1,1,28.7,32.575,61,13.178768157958984,2011,8,16,22,152
3,0,1,1,27.06,31.06,69,13.537303924560547,2011,8,17,2,6
3,0,1,1,26.24,29.545,78,11.537240028381348,2011,8,17,3,5
3,0,1,1,26.24,30.305,73,11.27839469909668,2011,8,17,4,5
3,0,1,1,26.24,30.305,73,11.840044975280762,2011,8,17,5,28
3,0,1,1,25.42,29.545,78,11.684220314025879,2011,8,17,6,105
3,0,1,2,27.88,31.82,79,13.842436790466309,2011,8,18,21,149
3,0,1,3,26.24,28.79,89,11.773903846740723,2011,8,19,1,20
3,0,1,3,26.24,28.79,83,14.020386695861816,2011,8,19,2,8
3,0,1,1,26.24,29.545,78,11.537240028381348,2011,8,19,3,3
3,0,1,1,26.24,28.79,83,11.442144393920898,2011,8,19,4,8
3,0,1,1,26.24,28.79,83,11.986075401306152,2011,8,19,5,17
3,0,1,1,26.24,28.79,83,12.206446647644043,2011,8,19,6,93
3,0,1,2,27.06,30.305,83,13.9882173538208,2011,8,19,8,398
