Part_ID,Parent_ID,Level,Depth,Maint_Echelon,FR_raw_input,FR_model_used,QPA,PM_failure_gamma,FLEET_SIZE,annual_FR_item_after_PM,annual_FR_system,annual_FR_demand,annual_FR,lambda_eff_system_annual,lambda_eff_demand_annual,lambda_eff_annual,lambda_system_2y,lambda_demand_2y,lambda_eff_2y,p_need_2y,baseline_wait_h,T_diag_h,T_repair_h,T_restore_h,ao_impact,shortage_exposure_h,mu_pipe_nom,stock_cap,is_long_lead,prebuy_flag,protection_flag,selected_manage,sO_best,sI_best,sD_best,total_stock_best,wait_per_failure_best,unit_proc_cost,critical_weight
RAD-L6-0047,RAD-L5-0041,6,6,O,0.02921,0.0002558796,1.0,0.029999967123323697,1.0,0.00024820322041247084,0.00024820322041247084,0.00024820322041247084,0.00024820322041247084,3.723048306187062e-05,3.723048306187062e-05,3.723048306187062e-05,0.0004964064408249417,0.0004964064408249417,0.0004964064408249417,0.0004962832515325033,6376.5,2.9800000000000004,8.99437716369626,7.09759753464996,2.7143306971271252e-05,8502.0,3.613396883470594e-05,2,1,0,0,0,0,0,0,0,6376.5,299034.0,0.15
RAD-L6-0048,RAD-L5-0041,6,6,O,0.08111,0.0007105236,1.0,0.014999983561661849,1.0,0.0006998657576798272,0.0006998657576798272,0.0006998657576798272,0.0006998657576798272,0.00010497986365197409,0.00010497986365197409,0.00010497986365197409,0.0013997315153596545,0.0013997315153596545,0.0013997315153596545,0.0013987523481124864,6589.5,2.9800000000000004,14.196001538628451,10.608833318012802,7.913143440680337e-05,8786.0,0.00010529144772217401,2,1,1,0,1,0,0,0,0,6589.5,231816.0,0.15
RAD-L6-0056,RAD-L5-0050,6,6,O,0.1972,0.001727472,1.0,0.014999983561661849,1.0,0.001701559948396769,0.001701559948396769,0.001701559948396769,0.001701559948396769,0.00025523399225951533,0.00025523399225951533,0.00025523399225951533,0.003403119896793538,0.003403119896793538,0.003403119896793538,0.0033973358474090887,5382.75,2.9800000000000004,11.711701269368472,8.523909312607875,0.00015716860280083953,7177.0,0.00020911122858978783,3,0,0,0,0,0,0,0,0,5382.75,265461.0,0.15
RAD-L6-0066,RAD-L5-0059,6,6,O,0.10142,0.0008884391999999999,1.0,0.0075,1.0,0.000881775906,0.000881775906,0.000881775906,0.000881775906,0.0001322663859,0.0001322663859,0.0001322663859,0.001763551812,0.001763551812,0.001763551812,0.0017619976682418104,4960.5,2.9800000000000004,9.869924999999999,8.636302299999999,7.507349926708822e-05,6614.0,9.9864141135e-05,3,0,0,0,0,0,0,0,0,4960.5,443313.0,0.15
RAD-L6-0070,RAD-L5-0068,6,6,O,0.1047,0.0009171720000000001,1.0,0.029999967123323697,1.0,0.0008896568701535671,0.0008896568701535671,0.0008896568701535671,0.0008896568701535671,0.00013344853052303505,0.00013344853052303505,0.00013344853052303505,0.0017793137403071342,0.0017793137403071342,0.0017793137403071342,0.0017777317000683412,4125.75,2.9800000000000004,8.314802000216986,7.1450337102249755,6.300530201775542e-05,5501.0,8.380141169032143e-05,3,0,0,0,0,0,0,0,0,4125.75,113400.0,0.15
RAD-L6-0072,RAD-L5-0068,6,6,O,0.04053,0.00035504279999999997,1.0,0.029999967123323697,1.0,0.0003443915276726272,0.0003443915276726272,0.0003443915276726272,0.0003443915276726272,5.165872915089408e-05,5.165872915089408e-05,5.165872915089408e-05,0.0006887830553452544,0.0006887830553452544,0.0006887830553452544,0.0006885458987495596,5466.0,2.9800000000000004,11.432852750298355,9.152169609841796,3.230517648432358e-05,7288.0,4.297817557667992e-05,2,1,0,0,0,0,0,0,0,5466.0,105834.0,0.15
RAD-L6-0075,RAD-L5-0068,6,6,O,0.12602,0.0011039352,1.0,0.014999983561661849,1.0,0.00108737619014686,0.00108737619014686,0.00108737619014686,0.00108737619014686,0.000163106428522029,0.000163106428522029,0.000163106428522029,0.00217475238029372,0.00217475238029372,0.00217475238029372,0.0021723893196702315,6412.5,2.9800000000000004,4.08135044235568,3.4565420829873057,0.000119517102087751,8550.0,0.00015919634290677487,2,1,1,0,1,0,0,0,0,6412.5,252946.0,0.15
RAD-L6-0081,RAD-L5-0078,6,6,O,0.11314,0.0009911064,1.0,0.014999983561661849,1.0,0.0009762398202921421,0.0009762398202921421,0.0009762398202921421,0.0009762398202921421,0.00014643597304382132,0.00014643597304382132,0.00014643597304382132,0.0019524796405842842,0.0019524796405842842,0.0019524796405842842,0.0019505747921384486,4755.75,2.9800000000000004,11.22371371647812,9.973519590192229,7.97157237498499e-05,6341.0,0.0001059989161039807,3,0,0,0,0,0,0,0,0,4755.75,295498.0,0.15
RAD-L6-0086,RAD-L5-0078,6,6,O,0.18456,0.0016167456,1.0,0.0075,1.0,0.001604620008,0.001604620008,0.001604620008,0.001604620008,0.00024069300119999997,0.00024069300119999997,0.00024069300119999997,0.003209240016,0.003209240016,0.003209240016,0.0032040959096218957,5414.25,2.9800000000000004,14.432437499999999,10.91831140625,0.0001491458114190733,7219.0,0.00019835191502999997,3,0,0,0,0,0,0,0,0,5414.25,181519.0,0.15
RAD-L6-0088,RAD-L5-0087,6,6,O,0.12234,0.0010716984,1.0,0.014999983561661849,1.0,0.0010556229416169407,0.0010556229416169407,0.0010556229416169407,0.0010556229416169407,0.0001583434412425411,0.0001583434412425411,0.0001583434412425411,0.0021112458832338813,0.0021112458832338813,0.0021112458832338813,0.0021090187712468067,3094.5,2.9800000000000004,16.32540176942272,25.95267676627642,5.645834229778239e-05,4126.0,7.458048385464891e-05,3,0,0,0,1,0,0,0,0,3094.5,235382.0,0.15
RAD-L6-0091,RAD-L5-0087,6,6,O,0.09721,0.0008515596000000001,1.0,0.0075,1.0,0.0008451729030000001,0.0008451729030000001,0.0008451729030000001,0.0008451729030000001,0.00012677593545000002,0.00012677593545000002,0.00012677593545000002,0.0016903458060000002,0.0016903458060000002,0.0016903458060000002,0.0016889179761501172,3416.25,2.9800000000000004,9.26469375,7.166351309375,4.958728340864303e-05,4555.0,6.592059200625002e-05,3,0,0,0,1,0,0,0,0,3416.25,202303.0,0.15
RAD-L6-0094,RAD-L5-0087,6,6,O,0.13236,0.0011594736,1.0,0.014999983561661849,1.0,0.001142081515059819,0.001142081515059819,0.001142081515059819,0.001142081515059819,0.00017131222725897286,0.00017131222725897286,0.00017131222725897286,0.002284163030119638,0.002284163030119638,0.002284163030119638,0.0022815563148441687,4310.25,2.9800000000000004,10.292101115505627,7.422780316444584,8.449550810601411e-05,5747.0,0.00011238942580562981,3,0,0,0,0,0,0,0,0,4310.25,251334.0,0.15
RAD-L6-0095,RAD-L5-0087,6,6,O,0.13766,0.0012059016,1.0,0.029999967123323697,1.0,0.0011697245916460367,0.0011697245916460367,0.0011697245916460367,0.0011697245916460367,0.00017545868874690546,0.00017545868874690546,0.00017545868874690546,0.0023394491832920733,0.0023394491832920733,0.0023394491832920733,0.00233671480478026,4268.25,2.9800000000000004,9.114302192545543,7.201346470637841,8.56949719115748e-05,5691.0,0.00011398805909345194,3,0,0,0,0,0,0,0,0,4268.25,237184.0,0.15
RAD-L6-0099,RAD-L5-0096,6,6,O,0.19021,0.0016662396,1.0,0.0075,1.0,0.001653742803,0.001653742803,0.001653742803,0.001653742803,0.00024806142045,0.00024806142045,0.00024806142045,0.003307485606,0.003307485606,0.003307485606,0.003302021900851715,3601.5,2.9800000000000004,14.758331250000001,11.522005538124999,0.00010239618651185343,4802.0,0.0001359807010275,3,0,0,0,0,0,0,0,0,3601.5,111771.0,0.15
RAD-L6-0101,RAD-L5-0096,6,6,O,0.18372,0.0016093872,1.0,0.029999967123323697,1.0,0.001561105636911302,0.001561105636911302,0.001561105636911302,0.001561105636911302,0.00023416584553669528,0.00023416584553669528,0.00023416584553669528,0.003122211273822604,0.003122211273822604,0.003122211273822604,0.0031173422409047635,4920.75,2.9800000000000004,9.753902346408386,8.788411887916835,0.00013185243659190083,6561.0,0.00017538380280436732,3,0,0,0,0,0,0,0,0,4920.75,265313.0,0.15
RAD-L6-0102,RAD-L5-0096,6,6,O,0.03601,0.00031544760000000005,1.0,0.0075,1.0,0.00031308174300000006,0.00031308174300000006,0.00031308174300000006,0.00031308174300000006,4.6962261450000005e-05,4.6962261450000005e-05,4.6962261450000005e-05,0.0006261634860000001,0.0006261634860000001,0.0006261634860000001,0.0006259674865557452,6192.75,2.9800000000000004,11.59250625,8.618007652499998,3.326143987010997e-05,8257.0,4.4265684108750006e-05,2,1,0,0,0,0,0,0,0,6192.75,150323.0,0.15
RAD-L6-0103,RAD-L5-0096,6,6,O,0.0828,0.000725328,1.0,0.0075,1.0,0.0007198880400000001,0.0007198880400000001,0.0007198880400000001,0.0007198880400000001,0.000107983206,0.000107983206,0.000107983206,0.0014397760800000001,0.0014397760800000001,0.0014397760800000001,0.0014387400996725974,6552.0,2.9800000000000004,7.635224999999999,6.46407271,8.088193686768526e-05,8736.0,0.0001076873616,2,1,1,0,0,0,0,0,0,6552.0,190682.0,0.15
RAD-L6-0112,RAD-L5-0105,6,6,O,0.06991,0.0006124116,1.0,0.0075,1.0,0.000607818513,0.000607818513,0.000607818513,0.000607818513,9.117277695e-05,9.117277695e-05,9.117277695e-05,0.001215637026,0.001215637026,0.001215637026,0.0012148984386255446,5217.0,2.9800000000000004,12.151181249999999,9.349264035000001,5.442608111734824e-05,6956.0,7.239701329500001e-05,3,0,0,0,0,0,0,0,0,5217.0,142645.0,0.15
RAD-L6-0121,RAD-L5-0114,6,6,O,0.11466,0.0010044216,1.0,0.029999967123323697,1.0,0.0009742889850220438,0.0009742889850220438,0.0009742889850220438,0.0009742889850220438,0.00014614334775330657,0.00014614334775330657,0.00014614334775330657,0.0019485779700440875,0.0019485779700440875,0.0019485779700440875,0.0019466807245017703,2763.0,2.9800000000000004,7.51530180788843,6.269377162709959,4.6249521094244005e-05,3684.0,6.14602846031029e-05,3,0,0,0,0,0,0,0,0,2763.0,145892.0,0.15
RAD-L6-0122,RAD-L5-0114,6,6,O,0.13982,0.0012248232,1.0,0.029999967123323697,1.0,0.001188078544268116,0.001188078544268116,0.001188078544268116,0.001188078544268116,0.0001782117816402174,0.0001782117816402174,0.0001782117816402174,0.002376157088536232,0.002376157088536232,0.002376157088536232,0.00237333626196623,4203.75,2.9800000000000004,12.032477894544773,9.68030841704105,8.57778531037876e-05,5605.0,0.0001140270589147738,3,0,0,0,0,0,0,0,0,4203.75,150773.0,0.15
RAD-L6-0125,RAD-L5-0123,6,6,O,0.04054,0.0003551304,1.0,0.0075,1.0,0.00035246692200000007,0.00035246692200000007,0.00035246692200000007,0.00035246692200000007,5.2870038300000006e-05,5.2870038300000006e-05,5.2870038300000006e-05,0.0007049338440000001,0.0007049338440000001,0.0007049338440000001,0.0007046854365114763,6270.75,2.9800000000000004,8.56635,7.2352415599999995,3.790809051167191e-05,8361.0,5.046191669250001e-05,2,1,0,0,0,0,0,0,0,6270.75,271207.0,0.15
RAD-L6-0126,RAD-L5-0123,6,6,O,0.05936,0.0005199936,1.0,0.0075,1.0,0.000516093648,0.000516093648,0.000516093648,0.000516093648,7.74140472e-05,7.74140472e-05,7.74140472e-05,0.001032187296,0.001032187296,0.001032187296,0.0010316547739296356,4774.5,2.9800000000000004,11.825287499999998,9.741813129999999,4.2305732351428696e-05,6366.0,5.625774252e-05,3,0,0,0,0,0,0,0,0,4774.5,227964.0,0.15
RAD-L6-0128,RAD-L5-0123,6,6,O,0.09998,0.0008758247999999999,1.0,0.029999967123323697,1.0,0.0008495500847942085,0.0008495500847942085,0.0008495500847942085,0.0008495500847942085,0.00012743251271913125,0.00012743251271913125,0.00012743251271913125,0.001699100169588417,0.001699100169588417,0.001699100169588417,0.001697657516081863,3252.0,2.9800000000000004,12.552153019558334,9.66911119381047,4.7491146048596546e-05,4336.0,6.307618437787136e-05,3,0,0,0,0,0,0,0,0,3252.0,301751.0,0.15
RAD-L6-0131,RAD-L5-0123,6,6,O,0.17493,0.0015323868,1.0,0.0075,1.0,0.001520893899,0.001520893899,0.001520893899,0.001520893899,0.00022813408485,0.00022813408485,0.00022813408485,0.003041787798,0.003041787798,0.003041787798,0.0030371662486077255,4882.5,2.9800000000000004,17.691375,14.020626062499998,0.00012759624332748523,6510.0,0.0001695380014125,3,0,0,0,1,0,0,0,0,4882.5,280768.0,0.15
RAD-L6-0135,RAD-L5-0132,6,6,O,0.1034,0.0009057840000000001,1.0,0.029999967123323697,1.0,0.0008786105097791675,0.0008786105097791675,0.0008786105097791675,0.0008786105097791675,0.00013179157646687513,0.00013179157646687513,0.00013179157646687513,0.001757221019558335,0.001757221019558335,0.001757221019558335,0.0017556780106374736,4824.0,2.9800000000000004,6.076201461697027,5.607209581059088,7.270482725620374e-05,6432.0,9.676751367978776e-05,3,0,0,0,0,0,0,0,0,4824.0,186011.0,0.15
RAD-L6-0138,RAD-L5-0132,6,6,O,0.10837,0.0009493212,1.0,0.029999967123323697,1.0,0.0009208415952105259,0.0009208415952105259,0.0009208415952105259,0.0009208415952105259,0.00013812623928157887,0.00013812623928157887,0.00013812623928157887,0.0018416831904210517,0.0018416831904210517,0.0018416831904210517,0.0018399883325574962,3999.0,2.9800000000000004,9.234227221394825,8.420829905027912,6.323534071307127e-05,5332.0,8.407409906956376e-05,3,0,0,0,1,1,0,0,1,0.3000141315215958,112173.0,0.15
RAD-L6-0142,RAD-L5-0141,6,6,O,0.17564,0.0015386063999999998,1.0,0.014999983561661849,1.0,0.001515527329292132,0.001515527329292132,0.001515527329292132,0.001515527329292132,0.0002273290993938198,0.0002273290993938198,0.0002273290993938198,0.003031054658584264,0.003031054658584264,0.003031054658584264,0.0030264656500953446,4377.0,2.9800000000000004,8.029613370286718,5.782215861829192,0.00011381408386841473,5836.0,0.00015144892968748085,3,0,0,0,0,0,0,0,0,4377.0,219798.0,0.15
RAD-L6-0143,RAD-L5-0141,6,6,O,0.14665,0.001284654,1.0,0.014999983561661849,1.0,0.001265384211117577,0.001265384211117577,0.001265384211117577,0.001265384211117577,0.00018980763166763655,0.00018980763166763655,0.00018980763166763655,0.002530768422235154,0.002530768422235154,0.002530768422235154,0.0025275687276294923,5820.75,2.9800000000000004,9.98156358184813,9.001487500123288,0.00012638093034196906,7761.0,0.00016816176134389578,2,1,1,1,0,0,0,0,0,5820.75,175974.0,0.15
RAD-L6-0146,RAD-L5-0141,6,6,O,0.06393,0.0005600268,1.0,0.014999983561661849,1.0,0.0005516264072059099,0.0005516264072059099,0.0005516264072059099,0.0005516264072059099,8.274396108088648e-05,8.274396108088648e-05,8.274396108088648e-05,0.0011032528144118198,0.0011032528144118198,0.0011032528144118198,0.001102644454770929,5553.0,2.9800000000000004,14.018551519395597,10.5421100936788,5.257946219560336e-05,7404.0,6.993564929713282e-05,2,1,1,0,0,0,0,0,0,5553.0,290881.0,0.15
RAD-L6-0153,RAD-L5-0151,6,6,O,0.19746,0.0017297495999999998,1.0,0.0075,1.0,0.001716776478,0.001716776478,0.001716776478,0.001716776478,0.0002575164717,0.0002575164717,0.0002575164717,0.003433552956,0.003433552956,0.003433552956,0.0034276650537848896,6088.5,2.9800000000000004,19.0880625,12.6976072375,0.0001794436392746517,8118.0,0.00023864368918499997,2,1,1,1,0,0,0,0,0,6088.5,326534.0,0.15
RAD-L6-0155,RAD-L5-0151,6,6,O,0.13779,0.0012070403999999999,1.0,0.014999983561661849,1.0,0.0011889348138417381,0.0011889348138417381,0.0011889348138417381,0.0011889348138417381,0.0001783402220762607,0.0001783402220762607,0.0001783402220762607,0.0023778696276834763,0.0023778696276834763,0.0023778696276834763,0.0023750447352193227,4089.0,2.9800000000000004,3.371550365424257,2.590737625738492,8.335920715241242e-05,5452.0,0.00011099439392234856,3,0,0,0,0,0,0,0,0,4089.0,305149.0,0.15
RAD-L6-0159,RAD-L5-0151,6,6,O,0.07027,0.0006155652,1.0,0.0075,1.0,0.0006109484609999999,0.0006109484609999999,0.0006109484609999999,0.0006109484609999999,9.164226914999998e-05,9.164226914999998e-05,9.164226914999998e-05,0.0012218969219999999,0.0012218969219999999,0.0012218969219999999,0.0012211507099183505,6440.25,2.9800000000000004,6.797212499999999,6.033966748749999,6.746862834020381e-05,8587.0,8.983243894874998e-05,2,1,1,0,1,0,0,0,0,6440.25,848118.0,0.15
RAD-L6-0161,RAD-L5-0160,6,6,O,0.15428,0.0013514928,1.0,0.0075,1.0,0.0013413566040000001,0.0013413566040000001,0.0013413566040000001,0.0013413566040000001,0.0002012034906,0.0002012034906,0.0002012034906,0.0026827132080000002,0.0026827132080000002,0.0026827132080000002,0.0026791179486570504,4884.0,2.9800000000000004,9.869924999999999,7.686815514999999,0.00011242283659881324,6512.0,0.00014957044872,3,0,0,0,0,0,0,0,0,4884.0,453137.0,0.15
RAD-L6-0162,RAD-L5-0160,6,6,O,0.11006,0.0009641256000000001,1.0,0.014999983561661849,1.0,0.0009496637318486227,0.0009496637318486227,0.0009496637318486227,0.0009496637318486227,0.0001424495597772934,0.0001424495597772934,0.0001424495597772934,0.0018993274636972454,0.0018993274636972454,0.0018993274636972454,0.0018975248827012292,6521.25,2.9800000000000004,14.417814062669521,10.577072285948178,0.00010626488478044255,8695.0,0.00014139257103465365,2,1,1,0,1,0,0,0,0,6521.25,239094.0,0.15
RAD-L6-0164,RAD-L5-0160,6,6,O,0.10232,0.0008963231999999999,1.0,0.014999983561661849,1.0,0.0008828783667340637,0.0008828783667340637,0.0008828783667340637,0.0008828783667340637,0.00013243175501010955,0.00013243175501010955,0.00013243175501010955,0.0017657567334681274,0.0017657567334681274,0.0017657567334681274,0.0017641987022168903,3578.25,2.9800000000000004,10.159013601080986,8.109040135497933,5.426283885975411e-05,4771.0,7.212692958370237e-05,3,0,0,0,0,0,0,0,0,3578.25,127875.0,0.15
RAD-L6-0167,RAD-L5-0160,6,6,O,0.16565,0.0014510939999999998,1.0,0.0075,1.0,0.0014402107949999998,0.0014402107949999998,0.0014402107949999998,0.0014402107949999998,0.00021603161924999996,0.00021603161924999996,0.00021603161924999996,0.0028804215899999996,0.0028804215899999996,0.0028804215899999996,0.002876277155926088,6114.75,2.9800000000000004,7.49555625,6.362317701249999,0.00015102712098510114,8153.0,0.00020106230499374996,2,1,1,1,0,0,0,0,0,6114.75,390037.0,0.15
RAD-L6-0170,RAD-L5-0169,6,6,O,0.13121,0.0011493996,1.0,0.014999983561661849,1.0,0.0011321586248942191,0.0011321586248942191,0.0011321586248942191,0.0011321586248942191,0.00016982379373413285,0.00016982379373413285,0.00016982379373413285,0.0022643172497884383,0.0022643172497884383,0.0022643172497884383,0.0022617556172989106,3702.75,2.9800000000000004,2.3955752596435516,2.0542330160273794,7.188013525095706e-05,4937.0,9.571005361477328e-05,3,0,0,0,0,0,0,0,0,3702.75,121688.0,0.15
RAD-L6-0174,RAD-L5-0169,6,6,O,0.08191,0.0007175316,1.0,0.014999983561661849,1.0,0.0007067686377950271,0.0007067686377950271,0.0007067686377950271,0.0007067686377950271,0.00010601529566925406,0.00010601529566925406,0.00010601529566925406,0.0014135372755900541,0.0014135372755900541,0.0014135372755900541,0.0014125387023375957,5569.5,2.9800000000000004,15.748689206915937,14.281090390673544,6.761211516338487e-05,7426.0,8.987095726482656e-05,2,1,1,0,0,0,0,0,0,5569.5,206012.0,0.15
RAD-L6-0175,RAD-L5-0169,6,6,O,0.15342,0.0013439592,1.0,0.029999967123323697,1.0,0.0013036404681849119,0.0013036404681849119,0.0013036404681849119,0.0013036404681849119,0.00019554607022773677,0.00019554607022773677,0.00019554607022773677,0.0026072809363698237,0.0026072809363698237,0.0026072809363698237,0.0026038849315166424,4085.25,2.9800000000000004,13.951278356133308,11.444442282901742,9.151543680382532e-05,5447.0,0.00012159126079115094,3,0,0,0,0,0,0,0,0,4085.25,280827.0,0.15
RAD-L6-0180,RAD-L5-0178,6,6,O,0.17682,0.0015489432,1.0,0.0075,1.0,0.001537326126,0.001537326126,0.001537326126,0.001537326126,0.0002305989189,0.0002305989189,0.0002305989189,0.003074652252,0.003074652252,0.003074652252,0.0030699303494071684,4791.0,2.9800000000000004,18.436275000000002,12.918518167499998,0.0001265371691268764,6388.0,0.00016815820707,3,0,0,0,0,0,0,0,0,4791.0,148344.0,0.15
RAD-L6-0183,RAD-L5-0178,6,6,O,0.11441,0.0010022316,1.0,0.0075,1.0,0.0009947148629999999,0.0009947148629999999,0.0009947148629999999,0.0009947148629999999,0.00014920722944999998,0.00014920722944999998,0.00014920722944999998,0.0019894297259999997,0.0019894297259999997,0.0019894297259999997,0.001987452122334532,5747.25,2.9800000000000004,10.195818749999999,7.009747209374999,9.806184839732067e-05,7663.0,0.00013052226019125,2,1,1,0,0,0,0,0,0,5747.25,176742.0,0.15
RAD-L6-0186,RAD-L5-0178,6,6,O,0.16465,0.0014423339999999998,1.0,0.0075,1.0,0.0014315164949999998,0.0014315164949999998,0.0014315164949999998,0.0014315164949999998,0.00021472747424999998,0.00021472747424999998,0.00021472747424999998,0.0028630329899999997,0.0028630329899999997,0.0028630329899999997,0.0028589384196112677,3916.5,2.9800000000000004,9.031912499999999,7.144350699999999,9.625047136465264e-05,5222.0,0.0001280030674125,3,0,0,0,0,0,0,0,0,3916.5,269087.0,0.15
RAD-L6-0200,RAD-L5-0196,6,6,O,0.13467,0.0011797092,1.0,0.029999967123323697,1.0,0.0011443179627849175,0.0011443179627849175,0.0011443179627849175,0.0011443179627849175,0.00017164769441773762,0.00017164769441773762,0.00017164769441773762,0.002288635925569835,0.002288635925569835,0.002288635925569835,0.002286018995150907,4158.75,2.9800000000000004,16.709554019666825,14.53923285107605,8.183184761262796e-05,5545.0,0.00010865142300757478,3,0,0,0,0,0,0,0,0,4158.75,147057.0,0.15
RAD-L6-0207,RAD-L5-0205,6,6,O,0.10138,0.0008880888,1.0,0.0075,1.0,0.0008814281340000001,0.0008814281340000001,0.0008814281340000001,0.0008814281340000001,0.0001322142201,0.0001322142201,0.0001322142201,0.0017628562680000002,0.0017628562680000002,0.0017628562680000002,0.0017613033495472719,3285.0,2.9800000000000004,16.574025,12.054486407499999,4.980724725153787e-05,4380.0,6.610711005e-05,3,0,0,0,1,0,0,0,0,3285.0,217488.0,0.15
